cpu_thermal,sbs-1-000b,sbs-1-000b/current_now,CROS_USB_PD_CHARGER0/voltage_now,sbs-1-000b/voltage_now,sbs-1-000b/capacity,cpu0/scaling_cur_freq,cpu1/scaling_cur_freq,cpu2/scaling_cur_freq,cpu3/scaling_cur_freq,
35929,25500,-371000,0,11532000,52,507000,507000,507000,507000,
36046,25500,-369000,0,11529000,52,507000,507000,2106000,2106000,
36398,25500,-370000,0,11528000,52,507000,507000,2106000,2106000,
36046,25500,-375000,0,11533000,52,507000,507000,507000,507000,
36281,25500,-375000,0,11531000,52,507000,507000,507000,507000,
36281,25500,-435000,0,11519000,52,702000,702000,702000,702000,
36281,25500,-434000,0,11533000,52,507000,507000,507000,507000,
35929,25500,-373000,0,11524000,52,507000,507000,702000,702000,
36046,25500,-370000,0,11534000,52,507000,507000,702000,702000,
36046,25500,-373000,0,11532000,52,507000,507000,2106000,2106000,
36046,25500,-371000,0,11529000,52,507000,507000,702000,702000,
36281,25500,-371000,0,11533000,52,507000,507000,507000,507000,
36163,25500,-369000,0,11533000,52,507000,507000,507000,507000,
36163,25500,-367000,0,11531000,52,507000,507000,507000,507000,
36281,25500,-434000,0,11517000,52,702000,702000,702000,702000,
36163,25500,-443000,0,11525000,52,702000,702000,702000,702000,
36163,25500,-377000,0,11535000,52,507000,507000,2106000,2106000,
35929,25500,-369000,0,11529000,52,507000,507000,2106000,2106000,
36281,25500,-369000,0,11531000,52,507000,507000,507000,507000,
35812,25500,-370000,0,11525000,52,507000,507000,702000,702000,
35812,25500,-370000,0,11530000,52,507000,507000,702000,702000,
35929,25500,-370000,0,11534000,52,507000,507000,702000,702000,
35929,25500,-376000,0,11534000,52,507000,507000,507000,507000,
36046,25500,-398000,0,11513000,52,702000,702000,507000,507000,
36046,25500,-423000,0,11531000,52,507000,507000,507000,507000,
36046,25500,-372000,0,11527000,52,507000,507000,507000,507000,
35929,25500,-373000,0,11529000,52,507000,507000,507000,507000,
36046,25500,-376000,0,11532000,52,507000,507000,702000,702000,
35929,25500,-371000,0,11529000,52,507000,507000,702000,702000,
36163,25500,-370000,0,11533000,52,507000,507000,2106000,2106000,
36046,25500,-371000,0,11529000,52,507000,507000,702000,702000,
36046,25500,-372000,0,11527000,52,507000,507000,702000,702000,
36046,25500,-375000,0,11531000,52,507000,507000,702000,702000,
36163,25500,-455000,0,11509000,52,507000,507000,702000,702000,
36163,25500,-406000,0,11528000,52,507000,507000,507000,507000,
36281,25500,-404000,0,11530000,52,507000,507000,702000,702000,
35929,25500,-410000,0,11529000,52,507000,507000,2106000,2106000,
35812,25500,-409000,0,11528000,52,507000,507000,2106000,2106000,
35929,25500,-407000,0,11519000,52,507000,507000,1001000,1001000,
36046,25500,-428000,0,11530000,52,507000,507000,702000,702000,
36046,25500,-379000,0,11539000,52,507000,507000,702000,702000,
35929,25500,-371000,0,11528000,52,507000,507000,507000,507000,
36163,25500,-443000,0,11519000,52,702000,702000,507000,507000,
36281,25500,-369000,0,11525000,52,507000,507000,507000,507000,
35812,25500,-375000,0,11531000,52,507000,507000,507000,507000,
35929,25500,-377000,0,11531000,52,507000,507000,702000,702000,
35812,25500,-370000,0,11530000,52,507000,507000,702000,702000,
35812,25500,-373000,0,11535000,52,507000,507000,702000,702000,
35812,25500,-373000,0,11527000,52,702000,702000,507000,507000,
35929,25500,-373000,0,11526000,52,507000,507000,507000,507000,
35929,25500,-376000,0,11530000,52,507000,507000,507000,507000,
35929,25500,-444000,0,11522000,52,507000,507000,507000,507000,
36046,25500,-379000,0,11536000,52,507000,507000,1001000,1001000,
36046,25500,-371000,0,11530000,52,507000,507000,2106000,2106000,
36163,25500,-373000,0,11535000,52,507000,507000,507000,507000,
36046,25500,-367000,0,11535000,52,507000,507000,702000,702000,
36046,25500,-371000,0,11533000,52,507000,507000,702000,702000,
35929,25500,-375000,0,11530000,52,507000,507000,507000,507000,
35812,25500,-385000,0,11524000,52,507000,507000,702000,702000,
35929,25500,-375000,0,11532000,52,507000,507000,702000,702000,
36281,25500,-461000,0,11513000,52,702000,702000,2106000,2106000,
36046,25500,-377000,0,11531000,52,507000,507000,702000,702000,
35812,25500,-371000,0,11532000,52,507000,507000,507000,507000,
35694,25500,-375000,0,11533000,52,507000,507000,702000,702000,
35812,25500,-370000,0,11527000,52,507000,507000,507000,507000,
35812,25500,-376000,0,11531000,52,507000,507000,2106000,2106000,
36046,25500,-375000,0,11533000,52,507000,507000,1001000,1001000,
36046,25500,-371000,0,11530000,52,507000,507000,702000,702000,
36046,25500,-444000,0,11512000,52,507000,507000,1209000,1209000,
35929,25500,-432000,0,11533000,52,507000,507000,702000,702000,
36046,25500,-370000,0,11528000,52,507000,507000,507000,507000,
35812,25500,-373000,0,11531000,52,507000,507000,507000,507000,
36046,25500,-376000,0,11533000,52,507000,507000,507000,507000,
36046,25500,-375000,0,11540000,52,507000,507000,507000,507000,
35812,25500,-373000,0,11525000,52,507000,507000,702000,702000,
35929,25500,-380000,0,11530000,52,507000,507000,507000,507000,
35812,25500,-376000,0,11529000,52,507000,507000,2106000,2106000,
36281,25500,-395000,0,11509000,52,1001000,1001000,1001000,1001000,
35929,25500,-371000,0,11535000,52,507000,507000,702000,702000,
36046,25500,-379000,0,11534000,52,507000,507000,702000,702000,
35812,25500,-372000,0,11527000,52,507000,507000,507000,507000,
35694,25500,-370000,0,11534000,52,507000,507000,702000,702000,
36046,25500,-375000,0,11532000,52,507000,507000,702000,702000,
35812,25500,-373000,0,11533000,52,507000,507000,702000,702000,
36163,25500,-369000,0,11535000,52,507000,507000,507000,507000,
35812,25500,-375000,0,11527000,52,507000,507000,702000,702000,
36163,25500,-432000,0,11520000,52,507000,507000,1001000,1001000,
36281,25500,-367000,0,11528000,52,507000,507000,702000,702000,
36163,25500,-380000,0,11510000,52,507000,507000,507000,507000,
35812,25500,-409000,0,11528000,52,507000,507000,702000,702000,
35812,25500,-407000,0,11522000,52,507000,507000,702000,702000,
35577,25500,-408000,0,11521000,52,507000,507000,2106000,2106000,
35929,25500,-408000,0,11522000,52,507000,507000,2106000,2106000,
35812,25500,-407000,0,11518000,52,507000,507000,702000,702000,
35812,25500,-376000,0,11529000,52,507000,507000,702000,702000,
36046,25500,-378000,0,11510000,52,507000,507000,1001000,1001000,
36281,25500,-440000,0,11514000,52,507000,507000,507000,507000,
36163,25500,-371000,0,11530000,52,507000,507000,702000,702000,
35694,25500,-372000,0,11525000,52,507000,507000,507000,507000,
35812,25500,-369000,0,11530000,52,507000,507000,507000,507000,
35929,25500,-367000,0,11526000,52,507000,507000,507000,507000,
35812,25500,-373000,0,11531000,52,507000,507000,507000,507000,
35694,25500,-373000,0,11530000,52,507000,507000,507000,507000,
35577,25500,-372000,0,11534000,52,507000,507000,702000,702000,
41322,25500,-526000,0,11459000,52,1703000,1703000,1612000,1612000,
38977,25500,-500000,0,11503000,52,1703000,1703000,702000,702000,
36984,25500,-383000,0,11525000,52,507000,507000,1001000,1001000,
37336,25500,-390000,0,11516000,52,1001000,1001000,1404000,1404000,
37101,25500,-468000,0,11519000,52,507000,507000,507000,507000,
37805,25500,-420000,0,11503000,52,1001000,1001000,2106000,2106000,
36515,25500,-392000,0,11527000,52,1703000,1703000,507000,507000,
36281,25500,-380000,0,11522000,52,702000,702000,507000,507000,
36281,25500,-389000,0,11527000,52,702000,702000,507000,507000,
36281,25500,-397000,0,11505000,52,1001000,1001000,1001000,1001000,
36398,25500,-441000,0,11529000,52,1703000,1703000,507000,507000,
36398,25500,-376000,0,11524000,52,1703000,1703000,507000,507000,
36163,25500,-376000,0,11525000,52,702000,702000,702000,702000,
36046,25500,-377000,0,11517000,52,1703000,1703000,507000,507000,
36163,25500,-382000,0,11524000,52,1703000,1703000,507000,507000,
36046,25500,-378000,0,11526000,52,507000,507000,702000,702000,
36046,25500,-370000,0,11526000,52,507000,507000,702000,702000,
35812,25500,-370000,0,11526000,52,507000,507000,507000,507000,
35694,25500,-372000,0,11528000,52,507000,507000,702000,702000,
36046,25500,-402000,0,11531000,52,507000,507000,507000,507000,
35929,25500,-373000,0,11523000,52,507000,507000,507000,507000,
35929,25500,-375000,0,11529000,52,507000,507000,507000,507000,
36046,25500,-370000,0,11530000,52,507000,507000,507000,507000,
36046,25500,-377000,0,11527000,52,507000,507000,507000,507000,
36046,25500,-371000,0,11534000,52,507000,507000,507000,507000,
35812,25500,-370000,0,11526000,52,507000,507000,507000,507000,
35812,25500,-373000,0,11532000,52,507000,507000,507000,507000,
35812,25500,-378000,0,11512000,52,1703000,1703000,2106000,2106000,
39798,25500,-659000,0,11516000,52,1105000,1105000,2106000,2106000,
37101,25500,-376000,0,11519000,52,1703000,1703000,702000,702000,
36515,25500,-376000,0,11528000,52,1703000,1703000,702000,702000,
36281,25500,-372000,0,11527000,52,507000,507000,507000,507000,
36046,25500,-360000,0,11524000,52,702000,702000,507000,507000,
36163,25500,-373000,0,11525000,52,507000,507000,507000,507000,
36281,25500,-366000,0,11525000,52,507000,507000,507000,507000,
35929,25500,-378000,0,11525000,52,507000,507000,507000,507000,
36046,25500,-380000,0,11512000,52,1001000,1001000,1001000,1001000,
36046,25500,-372000,0,11525000,52,507000,507000,507000,507000,
36398,25500,-386000,0,11523000,52,702000,702000,702000,702000,
36046,25500,-375000,0,11516000,52,702000,702000,2106000,2106000,
35929,25500,-409000,0,11514000,52,702000,702000,507000,507000,
35929,25500,-409000,0,11517000,52,1703000,1703000,702000,702000,
35812,25500,-415000,0,11516000,52,1703000,1703000,507000,507000,
35812,25500,-406000,0,11515000,52,1703000,1703000,507000,507000,
35812,25500,-420000,0,11519000,52,702000,702000,507000,507000,
36281,25500,-373000,0,11515000,52,702000,702000,702000,702000,
36398,25500,-439000,0,11506000,52,1105000,1105000,702000,702000,
35929,25500,-373000,0,11522000,52,1703000,1703000,507000,507000,
36398,25500,-370000,0,11525000,52,1703000,1703000,702000,702000,
35812,25500,-372000,0,11526000,52,1703000,1703000,507000,507000,
36046,25500,-379000,0,11522000,52,507000,507000,507000,507000,
36046,25500,-369000,0,11526000,52,702000,702000,507000,507000,
35694,25500,-366000,0,11522000,52,1703000,1703000,507000,507000,
35577,25500,-366000,0,11524000,52,702000,702000,507000,507000,
35812,25500,-434000,0,11506000,52,1001000,1001000,702000,702000,
35929,25500,-372000,0,11526000,52,702000,702000,507000,507000,
35929,25500,-365000,0,11526000,52,702000,702000,507000,507000,
35812,25500,-373000,0,11524000,52,1703000,1703000,702000,702000,
35694,25500,-366000,0,11525000,52,702000,702000,507000,507000,
36046,25500,-372000,0,11526000,52,1703000,1703000,507000,507000,
35812,25500,-370000,0,11524000,52,702000,702000,2106000,2106000,
35812,25500,-369000,0,11532000,52,507000,507000,507000,507000,
35929,25500,-367000,0,11526000,52,507000,507000,702000,702000,
36046,25500,-440000,0,11500000,52,1105000,1105000,702000,702000,
35929,25500,-406000,0,11521000,52,702000,702000,507000,507000,
35577,25500,-370000,0,11523000,52,1703000,1703000,507000,507000,
35694,25500,-369000,0,11525000,52,702000,702000,702000,702000,
35694,25500,-366000,0,11525000,52,1703000,1703000,702000,702000,
35577,25500,-371000,0,11521000,52,702000,702000,507000,507000,
35577,25500,-366000,0,11525000,52,1703000,1703000,507000,507000,
35577,25500,-372000,0,11518000,50,1703000,1703000,702000,702000,
35812,25500,-369000,0,11524000,52,1703000,1703000,507000,507000,
36046,25500,-437000,0,11505000,52,1209000,1209000,1209000,1209000,
35812,25500,-401000,0,11517000,52,702000,702000,507000,507000,
35812,25500,-371000,0,11524000,52,507000,507000,507000,507000,
35694,25500,-373000,0,11526000,52,507000,507000,702000,702000,
35577,25500,-367000,0,11523000,52,507000,507000,507000,507000,
35577,25500,-376000,0,11526000,52,507000,507000,507000,507000,
35577,25500,-369000,0,11520000,52,507000,507000,702000,702000,
35460,25500,-376000,0,11525000,52,702000,702000,702000,702000,
35577,25500,-371000,0,11523000,52,507000,507000,2106000,2106000,
35929,25500,-377000,0,11520000,52,507000,507000,702000,702000,
35929,25500,-451000,0,11504000,52,507000,507000,702000,702000,
35694,25500,-369000,0,11526000,52,507000,507000,507000,507000,
35577,25500,-373000,0,11523000,52,507000,507000,507000,507000,
35694,25500,-375000,0,11521000,52,507000,507000,507000,507000,
35694,25500,-375000,0,11525000,52,507000,507000,507000,507000,
35343,25500,-369000,0,11524000,52,507000,507000,2106000,2106000,
35460,25500,-366000,0,11521000,52,507000,507000,507000,507000,
35694,25500,-369000,0,11524000,52,507000,507000,507000,507000,
35694,25500,-375000,0,11526000,52,507000,507000,2106000,2106000,
35929,25500,-402000,0,11519000,52,507000,507000,507000,507000,
35812,25500,-378000,0,11523000,52,507000,507000,2106000,2106000,
35812,25500,-383000,0,11519000,52,507000,507000,702000,702000,
35929,25500,-463000,0,11513000,52,507000,507000,702000,702000,
35694,25500,-413000,0,11513000,52,507000,507000,507000,507000,
35694,25500,-402000,0,11512000,52,507000,507000,507000,507000,
35460,25500,-404000,0,11515000,52,507000,507000,702000,702000,
35694,25500,-403000,0,11520000,52,507000,507000,507000,507000,
35929,25500,-418000,0,11518000,52,507000,507000,507000,507000,
36163,25500,-453000,0,11503000,52,702000,702000,702000,702000,
35812,25500,-366000,0,11520000,52,507000,507000,2106000,2106000,
35812,25500,-366000,0,11525000,52,507000,507000,507000,507000,
35694,25500,-372000,0,11522000,52,702000,702000,507000,507000,
35812,25500,-367000,0,11526000,52,702000,702000,702000,702000,
35460,25500,-367000,0,11524000,52,507000,507000,2106000,2106000,
35694,25500,-373000,0,11524000,52,507000,507000,507000,507000,
35812,25500,-366000,0,11530000,52,507000,507000,507000,507000,
35694,25500,-366000,0,11531000,52,507000,507000,507000,507000,
35929,25500,-455000,0,11508000,52,702000,702000,1001000,1001000,
35577,25500,-366000,0,11525000,52,507000,507000,507000,507000,
35694,25500,-367000,0,11524000,52,507000,507000,507000,507000,
35577,25500,-377000,0,11518000,52,507000,507000,702000,702000,
35694,25500,-372000,0,11520000,52,507000,507000,2106000,2106000,
35694,25500,-377000,0,11522000,52,507000,507000,2106000,2106000,
35460,25500,-377000,0,11524000,52,507000,507000,702000,702000,
35460,25500,-376000,0,11515000,52,507000,507000,507000,507000,
35343,25500,-377000,0,11525000,52,1703000,1703000,507000,507000,
35694,25500,-392000,0,11510000,52,507000,507000,1209000,1209000,
35694,25500,-426000,0,11521000,52,507000,507000,702000,702000,
35577,25500,-370000,0,11525000,50,507000,507000,507000,507000,
35577,25500,-378000,0,11522000,52,507000,507000,507000,507000,
35694,25500,-377000,0,11520000,52,507000,507000,507000,507000,
35812,25500,-378000,0,11522000,52,507000,507000,702000,702000,
35577,25500,-375000,0,11521000,52,507000,507000,702000,702000,
35577,25500,-370000,0,11527000,52,507000,507000,507000,507000,
35577,25500,-375000,0,11522000,52,507000,507000,507000,507000,
36281,25500,-423000,0,11504000,52,702000,702000,1001000,1001000,
36046,25500,-377000,0,11527000,52,507000,507000,507000,507000,
35577,25500,-371000,0,11524000,52,507000,507000,507000,507000,
35929,25500,-375000,0,11525000,52,507000,507000,507000,507000,
35577,25500,-370000,0,11518000,52,507000,507000,702000,702000,
35929,25500,-377000,0,11521000,52,507000,507000,702000,702000,
35929,25500,-378000,0,11517000,52,507000,507000,507000,507000,
35343,25500,-370000,0,11519000,52,507000,507000,507000,507000,
35577,25500,-375000,0,11523000,52,702000,702000,702000,702000,
35694,25500,-379000,0,11502000,52,1001000,1001000,2106000,2106000,
35694,25500,-378000,0,11522000,52,507000,507000,507000,507000,
35812,25500,-378000,0,11523000,52,702000,702000,507000,507000,
35812,25500,-379000,0,11520000,52,507000,507000,702000,702000,
35577,25500,-378000,0,11520000,52,507000,507000,507000,507000,
35929,25500,-376000,0,11519000,52,507000,507000,507000,507000,
35694,25500,-372000,0,11520000,51,507000,507000,507000,507000,
35694,25500,-370000,0,11519000,51,507000,507000,702000,702000,
35577,25500,-377000,0,11522000,51,507000,507000,702000,702000,
36046,25500,-370000,0,11523000,51,507000,507000,507000,507000,
35929,25500,-449000,0,11518000,51,702000,702000,507000,507000,
35577,25500,-366000,0,11520000,51,507000,507000,702000,702000,
36867,25500,-369000,0,11488000,51,1001000,1001000,1001000,1001000,
35577,25500,-402000,0,11510000,51,702000,702000,702000,702000,
35929,25500,-402000,0,11514000,51,507000,507000,507000,507000,
35577,25500,-404000,0,11517000,51,702000,702000,507000,507000,
35460,25500,-402000,0,11518000,51,507000,507000,702000,702000,
35694,25500,-414000,0,11518000,51,507000,507000,507000,507000,
35694,25500,-380000,0,11518000,51,507000,507000,702000,702000,
36046,25500,-453000,0,11497000,51,1105000,1105000,1001000,1001000,
35812,25500,-373000,0,11519000,51,702000,702000,507000,507000,
35812,25400,-370000,0,11525000,51,507000,507000,702000,702000,
35812,25400,-372000,0,11519000,51,507000,507000,507000,507000,
35694,25400,-372000,0,11523000,51,702000,702000,702000,702000,
35577,25500,-366000,0,11520000,51,507000,507000,507000,507000,
35812,25400,-367000,0,11521000,51,507000,507000,507000,507000,
35812,25400,-377000,0,11516000,51,507000,507000,507000,507000,
35694,25500,-370000,0,11521000,51,702000,702000,507000,507000,
35694,25400,-445000,0,11502000,51,1001000,1001000,2106000,2106000,
36163,25400,-372000,0,11515000,51,507000,507000,507000,507000,
35694,25400,-371000,0,11520000,51,1001000,1001000,702000,702000,
35577,25400,-371000,0,11520000,51,1001000,1001000,507000,507000,
35929,25400,-370000,0,11518000,51,507000,507000,507000,507000,
35577,25400,-370000,0,11512000,51,702000,702000,507000,507000,
35577,25400,-364000,0,11524000,51,507000,507000,507000,507000,
35460,25400,-370000,0,11521000,51,507000,507000,507000,507000,
35694,25400,-382000,0,11526000,51,702000,702000,507000,507000,
36398,25400,-440000,0,11500000,51,1001000,1001000,1001000,1001000,
35812,25400,-367000,0,11514000,51,507000,507000,507000,507000,
35577,25400,-371000,0,11525000,51,702000,702000,507000,507000,
35694,25400,-369000,0,11519000,51,507000,507000,507000,507000,
35812,25400,-371000,0,11521000,51,507000,507000,507000,507000,
35694,25400,-369000,0,11516000,51,1703000,1703000,507000,507000,
35694,25400,-370000,0,11525000,51,702000,702000,507000,507000,
35460,25400,-366000,0,11513000,51,507000,507000,507000,507000,
35225,25400,-364000,0,11521000,51,702000,702000,507000,507000,
35577,25400,-370000,0,11521000,51,507000,507000,507000,507000,
35577,25400,-433000,0,11509000,51,1703000,1703000,507000,507000,
35460,25400,-367000,0,11519000,51,702000,702000,2106000,2106000,
35460,25400,-360000,0,11518000,51,507000,507000,702000,702000,
35343,25400,-365000,0,11517000,51,507000,507000,507000,507000,
35577,25400,-360000,0,11517000,51,507000,507000,507000,507000,
35460,25400,-359000,0,11518000,51,507000,507000,507000,507000,
35460,25400,-369000,0,11513000,51,507000,507000,507000,507000,
35460,25400,-373000,0,11511000,51,702000,702000,507000,507000,
35460,25400,-371000,0,11517000,51,702000,702000,507000,507000,
35577,25400,-426000,0,11521000,51,702000,702000,507000,507000,
35460,25400,-369000,0,11517000,51,507000,507000,507000,507000,
35343,25400,-365000,0,11520000,51,702000,702000,507000,507000,
35225,25400,-372000,0,11520000,51,702000,702000,702000,702000,
35460,25400,-366000,0,11520000,51,702000,702000,507000,507000,
35108,25400,-369000,0,11518000,51,507000,507000,507000,507000,
35812,25400,-370000,0,11521000,51,1703000,1703000,702000,702000,
35577,25400,-370000,0,11519000,51,1703000,1703000,507000,507000,
35460,25400,-367000,0,11524000,51,507000,507000,702000,702000,
35929,25400,-445000,0,11498000,51,1105000,1105000,1001000,1001000,
35460,25400,-370000,0,11511000,51,1703000,1703000,507000,507000,
35343,25400,-364000,0,11519000,51,702000,702000,507000,507000,
35343,25400,-406000,0,11509000,51,507000,507000,2106000,2106000,
35812,25400,-402000,0,11508000,51,702000,702000,2106000,2106000,
35577,25400,-406000,0,11508000,51,702000,702000,1001000,1001000,
35460,25400,-407000,0,11508000,51,702000,702000,507000,507000,
35577,25400,-410000,0,11510000,51,507000,507000,702000,702000,
35812,25400,-435000,0,11501000,51,1001000,1001000,1001000,1001000,
35694,25400,-398000,0,11519000,51,507000,507000,507000,507000,
35812,25400,-365000,0,11518000,51,507000,507000,507000,507000,
35812,25400,-367000,0,11517000,51,507000,507000,507000,507000,
35460,25400,-371000,0,11518000,51,507000,507000,507000,507000,
35460,25400,-366000,0,11511000,51,702000,702000,507000,507000,
35343,25400,-372000,0,11516000,51,507000,507000,702000,702000,
35343,25400,-365000,0,11517000,51,507000,507000,702000,702000,
35460,25400,-366000,0,11516000,51,702000,702000,702000,702000,
35694,25400,-462000,0,11496000,51,507000,507000,702000,702000,
35694,25400,-371000,0,11519000,51,507000,507000,702000,702000,
35694,25400,-375000,0,11517000,51,507000,507000,702000,702000,
35577,25400,-375000,0,11516000,51,507000,507000,702000,702000,
35343,25400,-366000,0,11518000,51,702000,702000,507000,507000,
35460,25400,-369000,0,11513000,51,702000,702000,702000,702000,
35694,25400,-376000,0,11516000,51,702000,702000,702000,702000,
35343,25400,-373000,0,11519000,51,507000,507000,507000,507000,
35460,25400,-373000,0,11516000,51,507000,507000,507000,507000,
35812,25400,-437000,0,11497000,51,1703000,1703000,2106000,2106000,
35812,25400,-364000,0,11518000,50,507000,507000,507000,507000,
35577,25400,-366000,0,11527000,51,507000,507000,507000,507000,
35460,25400,-373000,0,11517000,51,507000,507000,507000,507000,
35343,25400,-369000,0,11521000,51,507000,507000,507000,507000,
35343,25400,-366000,0,11513000,51,507000,507000,507000,507000,
35460,25400,-375000,0,11515000,51,507000,507000,702000,702000,
35460,25400,-373000,0,11513000,51,702000,702000,507000,507000,
35460,25400,-371000,0,11517000,51,507000,507000,507000,507000,
35812,25400,-447000,0,11497000,51,1001000,1001000,2106000,2106000,
35577,25400,-366000,0,11515000,51,507000,507000,702000,702000,
35694,25400,-366000,0,11516000,51,507000,507000,702000,702000,
35577,25400,-367000,0,11515000,50,507000,507000,507000,507000,
35577,25400,-367000,0,11508000,51,507000,507000,1001000,1001000,
35577,25400,-372000,0,11513000,51,507000,507000,702000,702000,
35694,25400,-370000,0,11520000,51,507000,507000,702000,702000,
35343,25400,-370000,0,11522000,51,507000,507000,702000,702000,
35225,25400,-370000,0,11509000,51,507000,507000,2106000,2106000,
35460,25400,-474000,0,11513000,51,507000,507000,2106000,2106000,
35577,25400,-373000,0,11515000,51,507000,507000,702000,702000,
35460,25400,-366000,0,11519000,51,507000,507000,702000,702000,
35460,25400,-373000,0,11517000,51,507000,507000,507000,507000,
35812,25400,-406000,0,11511000,51,507000,507000,702000,702000,
35577,25400,-365000,0,11514000,51,507000,507000,702000,702000,
35577,25400,-369000,0,11519000,51,507000,507000,507000,507000,
35577,25400,-376000,0,11512000,51,507000,507000,702000,702000,
35577,25400,-373000,0,11519000,51,1703000,1703000,2106000,2106000,
36750,25400,-468000,0,11489000,51,1105000,1105000,1209000,1209000,
35929,25400,-383000,0,11515000,51,702000,702000,507000,507000,
35812,25400,-375000,0,11518000,51,507000,507000,507000,507000,
35694,25400,-391000,0,11510000,51,702000,702000,507000,507000,
35577,25400,-438000,0,11496000,51,507000,507000,507000,507000,
36046,25500,-421000,0,11498000,51,507000,507000,702000,702000,
36163,25500,-471000,0,11491000,51,507000,507000,702000,702000,
35812,25500,-431000,0,11513000,51,507000,507000,507000,507000,
36398,25500,-446000,0,11499000,51,702000,702000,507000,507000,
36867,25500,-531000,0,11494000,51,1703000,1703000,2106000,2106000,
36281,25500,-440000,0,11511000,51,507000,507000,702000,702000,
42143,25500,-487000,0,11465000,51,1703000,1703000,2106000,2106000,
37805,25500,-403000,0,11512000,51,507000,507000,702000,702000,
36632,25500,-386000,0,11511000,51,702000,702000,702000,702000,
36515,25500,-378000,0,11511000,51,507000,507000,507000,507000,
36281,25500,-376000,0,11515000,51,507000,507000,507000,507000,
36046,25500,-372000,0,11505000,51,507000,507000,507000,507000,
35812,25500,-373000,0,11508000,51,507000,507000,2106000,2106000,
36046,25500,-471000,0,11493000,51,507000,507000,702000,702000,
35694,25500,-371000,0,11509000,51,507000,507000,507000,507000,
35694,25500,-376000,0,11512000,51,507000,507000,702000,702000,
37922,25500,-548000,0,11502000,51,702000,702000,2106000,2106000,
35225,25500,-324000,0,11525000,51,507000,507000,507000,507000,
34756,25500,-323000,0,11518000,51,507000,507000,507000,507000,
35108,25500,-451000,0,11526000,51,507000,507000,702000,702000,
34405,25600,-314000,0,11525000,51,507000,507000,507000,507000,
34874,25600,-330000,0,11508000,51,1703000,1703000,2106000,2106000,
37101,25600,-404000,0,11504000,51,1703000,1703000,2106000,2106000,
37336,25600,-441000,0,11505000,51,1703000,1703000,2106000,2106000,
35460,25600,-334000,0,11523000,51,1703000,1703000,2106000,2106000,
35460,25600,-335000,0,11515000,51,1703000,1703000,2106000,2106000,
35343,25600,-337000,0,11522000,51,1703000,1703000,2106000,2106000,
34991,25600,-342000,0,11523000,51,1703000,1703000,2106000,2106000,
36281,25600,-437000,0,11503000,51,1703000,1703000,2106000,2106000,
35694,25600,-359000,0,11513000,51,1703000,1703000,2106000,2106000,
35577,25600,-364000,0,11518000,51,1703000,1703000,2106000,2106000,
37219,25600,-422000,0,11518000,51,1703000,1703000,2106000,2106000,
37336,25600,-449000,0,11516000,51,1703000,1703000,2106000,2106000,
37219,25600,-435000,0,11513000,51,1703000,1703000,2106000,2106000,
44488,25600,-634000,0,11463000,51,1703000,1703000,2106000,2106000,
46130,25600,-621000,0,11442000,51,1703000,1703000,2106000,2106000,
49882,25600,-716000,0,11432000,51,1703000,1703000,2106000,2106000,
48006,25600,-610000,0,11438000,51,1703000,1703000,2106000,2106000,
41557,25600,-439000,0,11501000,51,1703000,1703000,2106000,2106000,
40502,25700,-445000,0,11504000,51,1703000,1703000,2106000,2106000,
39095,25700,-389000,0,11497000,51,1703000,1703000,2106000,2106000,
47302,25700,-685000,0,11448000,51,1703000,1703000,2106000,2106000,
42847,25700,-531000,0,11499000,51,1703000,1703000,2106000,2106000,
45426,25700,-519000,0,11428000,51,1703000,1703000,2106000,2106000,
46012,25700,-543000,0,11486000,51,1703000,1703000,2106000,2106000,
42495,25700,-486000,0,11483000,51,1703000,1703000,2106000,2106000,
40502,25700,-372000,0,11515000,51,1703000,1703000,2106000,2106000,
39915,25700,-433000,0,11496000,51,1703000,1703000,2106000,2106000,
39798,25700,-425000,0,11509000,51,1703000,1703000,2106000,2106000,
39212,25700,-414000,0,11508000,51,1703000,1703000,2106000,2106000,
39915,25700,-457000,0,11497000,51,1703000,1703000,2106000,2106000,
38626,25700,-443000,0,11521000,51,1703000,1703000,2106000,2106000,
38626,25700,-364000,0,11510000,51,1703000,1703000,2106000,2106000,
38274,25700,-391000,0,11491000,51,1703000,1703000,2106000,2106000,
37688,25700,-395000,0,11513000,51,1703000,1703000,2106000,2106000,
38157,25700,-416000,0,11498000,51,1703000,1703000,2106000,2106000,
37453,25700,-423000,0,11488000,51,1703000,1703000,2106000,2106000,
38039,25700,-463000,0,11487000,51,1703000,1703000,2106000,2106000,
39095,25700,-445000,0,11489000,51,1703000,1703000,2106000,2106000,
39212,25800,-439000,0,11495000,51,1703000,1703000,2106000,2106000,
38860,25700,-468000,0,11490000,51,1703000,1703000,2106000,2106000,
38860,25700,-443000,0,11510000,51,1703000,1703000,2106000,2106000,
39329,25800,-439000,0,11513000,51,1703000,1703000,2106000,2106000,
39095,25800,-413000,0,11490000,51,1703000,1703000,2106000,2106000,
38860,25800,-428000,0,11516000,51,1703000,1703000,2106000,2106000,
39095,25800,-421000,0,11498000,51,1703000,1703000,2106000,2106000,
37219,25800,-378000,0,11518000,51,1703000,1703000,2106000,2106000,
40384,25800,-452000,0,11474000,51,1703000,1703000,2106000,2106000,
39095,25800,-409000,0,11493000,51,1703000,1703000,2106000,2106000,
