cpu_thermal,sbs-1-000b,sbs-1-000b/current_now,CROS_USB_PD_CHARGER0/voltage_now,sbs-1-000b/voltage_now,sbs-1-000b/capacity,cpu0/scaling_cur_freq,cpu1/scaling_cur_freq,cpu2/scaling_cur_freq,cpu3/scaling_cur_freq,
43433,27400,-433000,0,11660000,59,1001000,1001000,507000,507000,
43198,27400,-452000,0,11659000,59,1001000,1001000,507000,507000,
43198,27400,-444000,0,11666000,59,1001000,1001000,507000,507000,
43081,27400,-439000,0,11667000,59,1001000,1001000,507000,507000,
42964,27400,-433000,0,11669000,59,1105000,1105000,507000,507000,
42847,27400,-433000,0,11668000,59,1001000,1001000,507000,507000,
42964,27400,-433000,0,11661000,59,1001000,1001000,702000,702000,
42847,27400,-437000,0,11675000,59,1001000,1001000,507000,507000,
43081,27400,-433000,0,11665000,59,1001000,1001000,507000,507000,
42495,27400,-428000,0,11668000,59,1001000,1001000,702000,702000,
42612,27400,-451000,0,11670000,59,702000,702000,507000,507000,
42378,27400,-416000,0,11671000,59,1105000,1105000,507000,507000,
42612,27400,-439000,0,11680000,59,1001000,1001000,507000,507000,
42964,27400,-434000,0,11681000,59,1001000,1001000,507000,507000,
42495,27400,-439000,0,11683000,59,1001000,1001000,702000,702000,
42729,27400,-440000,0,11682000,59,1001000,1001000,702000,702000,
42495,27400,-439000,0,11678000,59,1001000,1001000,702000,702000,
42495,27400,-432000,0,11680000,59,1001000,1001000,702000,702000,
42378,27400,-425000,0,11679000,59,1001000,1001000,507000,507000,
42378,27400,-432000,0,11674000,59,1001000,1001000,507000,507000,
42378,27400,-439000,0,11679000,59,1001000,1001000,702000,702000,
42612,27400,-429000,0,11677000,59,1105000,1105000,507000,507000,
42260,27400,-439000,0,11683000,59,702000,702000,702000,702000,
42495,27400,-431000,0,11674000,59,1001000,1001000,507000,507000,
42378,27400,-444000,0,11662000,59,1001000,1001000,507000,507000,
42378,27400,-433000,0,11681000,59,507000,507000,702000,702000,
42612,27400,-437000,0,11686000,59,702000,702000,702000,702000,
42260,27400,-429000,0,11676000,59,1001000,1001000,507000,507000,
42260,27400,-433000,0,11670000,59,1105000,1105000,507000,507000,
42378,27400,-428000,0,11669000,59,1001000,1001000,507000,507000,
42260,27400,-429000,0,11669000,59,1001000,1001000,702000,702000,
42143,27400,-431000,0,11670000,59,1001000,1001000,702000,702000,
42378,27400,-437000,0,11668000,59,1001000,1001000,507000,507000,
42260,27400,-429000,0,11668000,59,1001000,1001000,507000,507000,
42495,27400,-435000,0,11671000,59,507000,507000,702000,702000,
42143,27400,-421000,0,11669000,59,1001000,1001000,702000,702000,
42378,27400,-433000,0,11667000,59,1001000,1001000,507000,507000,
42378,27400,-437000,0,11672000,59,1703000,1703000,2106000,2106000,
42143,27400,-433000,0,11668000,59,1001000,1001000,507000,507000,
42143,27400,-431000,0,11664000,59,1703000,1703000,2106000,2106000,
44488,27400,-547000,0,11652000,59,1703000,1703000,2106000,2106000,
43550,27400,-594000,0,11691000,59,1703000,1703000,2106000,2106000,
41557,27400,-358000,0,11692000,59,1703000,1703000,2106000,2106000,
42143,27400,-372000,0,11671000,59,1703000,1703000,2106000,2106000,
42964,27400,-403000,0,11661000,59,1703000,1703000,2106000,2106000,
42143,27400,-402000,0,11691000,59,1703000,1703000,2106000,2106000,
41557,27400,-390000,0,11686000,59,1703000,1703000,2106000,2106000,
43433,27400,-476000,0,11663000,59,1703000,1703000,2106000,2106000,
41674,27400,-305000,0,11681000,59,1703000,1703000,2106000,2106000,
46599,27400,-487000,0,11658000,59,1703000,1703000,2106000,2106000,
47419,27400,-622000,0,11636000,59,1703000,1703000,1001000,1001000,
45074,27400,-426000,0,11657000,59,1703000,1703000,2106000,2106000,
45895,27400,-599000,0,11680000,59,1703000,1703000,2106000,2106000,
43433,27400,-428000,0,11686000,59,1703000,1703000,2106000,2106000,
42378,27400,-394000,0,11687000,59,1703000,1703000,2106000,2106000,
44254,27400,-532000,0,11639000,59,1703000,1703000,2106000,2106000,
44840,27400,-531000,0,11669000,59,1703000,1703000,2106000,2106000,
46012,27400,-535000,0,11659000,59,1703000,1703000,2106000,2106000,
46599,27400,-536000,0,11643000,59,1703000,1703000,2106000,2106000,
45426,27400,-414000,0,11634000,59,1703000,1703000,2106000,2106000,
45661,27400,-509000,0,11640000,59,1001000,1001000,2106000,2106000,
45192,27400,-484000,0,11670000,59,1703000,1703000,2106000,2106000,
43433,27400,-394000,0,11670000,59,1703000,1703000,2106000,2106000,
43667,27400,-426000,0,11667000,59,1703000,1703000,2106000,2106000,
42143,27400,-422000,0,11690000,59,1703000,1703000,2106000,2106000,
41674,27400,-306000,0,11689000,59,1703000,1703000,2106000,2106000,
42612,27400,-401000,0,11672000,59,1703000,1703000,2106000,2106000,
48592,27400,-668000,0,11617000,59,1703000,1703000,2106000,2106000,
42847,27400,-438000,0,11681000,59,702000,702000,507000,507000,
44957,27400,-468000,0,11635000,59,1703000,1703000,2106000,2106000,
44840,27400,-535000,0,11649000,59,1703000,1703000,2106000,2106000,
45074,27400,-556000,0,11662000,59,1001000,1001000,2106000,2106000,
45192,27400,-471000,0,11646000,59,1703000,1703000,2106000,2106000,
46012,27400,-555000,0,11651000,59,1703000,1703000,2106000,2106000,
46247,27400,-557000,0,11637000,58,1703000,1703000,2106000,2106000,
45778,27400,-543000,0,11653000,58,1703000,1703000,2106000,2106000,
46716,27400,-561000,0,11649000,58,1703000,1703000,2106000,2106000,
46716,27400,-549000,0,11646000,58,1703000,1703000,2106000,2106000,
45661,27400,-523000,0,11656000,58,1703000,1703000,2106000,2106000,
42729,27400,-389000,0,11692000,58,1703000,1703000,2106000,2106000,
44136,27400,-445000,0,11675000,58,1703000,1703000,2106000,2106000,
42378,27400,-401000,0,11684000,58,1703000,1703000,2106000,2106000,
41322,27400,-347000,0,11692000,58,1703000,1703000,2106000,2106000,
41557,27400,-397000,0,11671000,58,1703000,1703000,2106000,2106000,
40384,27400,-322000,0,11689000,58,1703000,1703000,2106000,2106000,
45192,27400,-509000,0,11644000,58,1703000,1703000,2106000,2106000,
46012,27400,-558000,0,11640000,58,1703000,1703000,2106000,2106000,
43316,27400,-427000,0,11672000,58,1105000,1105000,507000,507000,
43081,27400,-441000,0,11660000,58,507000,507000,2106000,2106000,
42964,27400,-444000,0,11670000,58,1001000,1001000,507000,507000,
43433,27400,-451000,0,11650000,58,1703000,1703000,2106000,2106000,
44371,27400,-533000,0,11650000,58,1703000,1703000,2106000,2106000,
44840,27400,-549000,0,11634000,58,1703000,1703000,2106000,2106000,
45661,27400,-535000,0,11650000,58,1703000,1703000,2106000,2106000,
46716,27400,-487000,0,11616000,58,1703000,1703000,2106000,2106000,
42612,27400,-358000,0,11679000,58,1703000,1703000,2106000,2106000,
41205,27400,-335000,0,11684000,58,1703000,1703000,2106000,2106000,
40853,27400,-351000,0,11686000,58,1703000,1703000,2106000,2106000,
40502,27400,-348000,0,11685000,58,1703000,1703000,2106000,2106000,
41791,27400,-370000,0,11663000,58,1703000,1703000,2106000,2106000,
40384,27400,-390000,0,11679000,58,1703000,1703000,2106000,2106000,
40267,27400,-388000,0,11679000,58,1703000,1703000,2106000,2106000,
40033,27400,-389000,0,11678000,58,1703000,1703000,2106000,2106000,
39915,27400,-384000,0,11674000,58,1703000,1703000,2106000,2106000,
39915,27400,-396000,0,11678000,58,1703000,1703000,2106000,2106000,
39915,27400,-351000,0,11687000,58,1703000,1703000,2106000,2106000,
39681,27400,-340000,0,11684000,58,1703000,1703000,2106000,2106000,
39446,27400,-346000,0,11684000,58,1703000,1703000,2106000,2106000,
39446,27400,-349000,0,11687000,58,1703000,1703000,2106000,2106000,
39446,27400,-347000,0,11687000,58,1703000,1703000,2106000,2106000,
39329,27400,-355000,0,11682000,58,1703000,1703000,2106000,2106000,
44957,27400,-548000,0,11652000,58,1703000,1703000,2106000,2106000,
41088,27400,-431000,0,11665000,58,1105000,1105000,702000,702000,
43433,27400,-585000,0,11663000,58,1105000,1105000,1001000,1001000,
40033,27400,-398000,0,11693000,58,1703000,1703000,2106000,2106000,
40971,27400,-386000,0,11688000,58,1703000,1703000,2106000,2106000,
40619,27400,-373000,0,11682000,58,1703000,1703000,2106000,2106000,
42495,27400,-420000,0,11666000,58,1703000,1703000,2106000,2106000,
42260,27400,-438000,0,11643000,58,1703000,1703000,2106000,2106000,
40384,27400,-361000,0,11678000,58,1703000,1703000,2106000,2106000,
39915,27400,-375000,0,11686000,58,1703000,1703000,2106000,2106000,
44254,27400,-684000,0,11645000,58,1703000,1703000,2106000,2106000,
44723,27400,-533000,0,11634000,58,1703000,1703000,2106000,2106000,
45309,27400,-484000,0,11656000,58,1703000,1703000,2106000,2106000,
45074,27400,-525000,0,11651000,58,1703000,1703000,2106000,2106000,
44371,27400,-391000,0,11651000,58,1703000,1703000,2106000,2106000,
47771,27400,-588000,0,11631000,58,1703000,1703000,2106000,2106000,
49295,27400,-579000,0,11611000,58,1703000,1703000,2106000,2106000,
48006,27400,-578000,0,11616000,58,1703000,1703000,2106000,2106000,
49413,27400,-562000,0,11627000,58,1703000,1703000,2106000,2106000,
47771,27400,-580000,0,11649000,58,1703000,1703000,2106000,2106000,
46950,27400,-466000,0,11645000,58,1703000,1703000,2106000,2106000,
48240,27400,-539000,0,11606000,58,1703000,1703000,2106000,2106000,
41322,27400,-348000,0,11684000,58,507000,507000,507000,507000,
39915,27400,-311000,0,11691000,58,507000,507000,507000,507000,
39329,27400,-328000,0,11690000,58,507000,507000,507000,507000,
38860,27400,-303000,0,11686000,58,507000,507000,507000,507000,
38508,27400,-316000,0,11690000,58,507000,507000,507000,507000,
38274,27400,-302000,0,11694000,58,507000,507000,507000,507000,
39095,27400,-346000,0,11687000,58,1703000,1703000,2106000,2106000,
39212,27400,-349000,0,11687000,58,1703000,1703000,2106000,2106000,
45895,27400,-661000,0,11623000,58,1703000,1703000,2106000,2106000,
43550,27400,-501000,0,11661000,58,1703000,1703000,1001000,1001000,
42026,27400,-438000,0,11655000,58,1508000,1508000,702000,702000,
44254,27400,-551000,0,11651000,58,1703000,1703000,2106000,2106000,
42847,27400,-447000,0,11670000,58,507000,507000,702000,702000,
42495,27400,-419000,0,11661000,58,1703000,1703000,2106000,2106000,
43433,27400,-409000,0,11664000,58,1703000,1703000,2106000,2106000,
42612,27400,-388000,0,11660000,58,1703000,1703000,2106000,2106000,
41909,27400,-403000,0,11663000,58,1703000,1703000,2106000,2106000,
39329,27400,-299000,0,11689000,58,507000,507000,507000,507000,
38626,27400,-299000,0,11693000,58,507000,507000,507000,507000,
38274,27400,-299000,0,11685000,58,507000,507000,702000,702000,
37805,27400,-299000,0,11691000,58,507000,507000,507000,507000,
46481,27400,-587000,0,11634000,58,1703000,1703000,2106000,2106000,
39095,27400,-309000,0,11689000,58,507000,507000,507000,507000,
38157,27400,-300000,0,11695000,58,507000,507000,507000,507000,
37688,27400,-306000,0,11687000,58,507000,507000,507000,507000,
37570,27400,-304000,0,11691000,58,507000,507000,507000,507000,
37453,27400,-298000,0,11695000,58,507000,507000,507000,507000,
37336,27400,-302000,0,11694000,58,507000,507000,507000,507000,
37101,27400,-298000,0,11694000,58,507000,507000,507000,507000,
36984,27400,-300000,0,11697000,58,507000,507000,507000,507000,
36984,27400,-299000,0,11695000,58,507000,507000,2106000,2106000,
39095,27400,-408000,0,11686000,58,1703000,1703000,2106000,2106000,
39564,27400,-408000,0,11673000,58,1703000,1703000,2106000,2106000,
44605,27400,-655000,0,11636000,58,1703000,1703000,2106000,2106000,
45074,27400,-591000,0,11628000,58,1703000,1703000,2106000,2106000,
42378,27400,-458000,0,11660000,58,702000,1703000,1404000,1404000,
41322,27400,-447000,0,11665000,58,702000,702000,702000,702000,
41205,27400,-435000,0,11669000,58,1001000,1001000,702000,702000,
41205,27400,-444000,0,11670000,58,1001000,1001000,702000,702000,
41322,27400,-414000,0,11668000,58,1001000,1001000,507000,507000,
41205,27400,-437000,0,11667000,58,1001000,1001000,507000,507000,
41557,27400,-457000,0,11669000,58,1001000,1001000,507000,507000,
41205,27400,-437000,0,11665000,58,1001000,1001000,507000,507000,
41322,27400,-439000,0,11659000,58,1105000,1105000,507000,507000,
41440,27400,-438000,0,11664000,58,1001000,1001000,507000,507000,
41322,27400,-435000,0,11663000,58,1001000,1001000,702000,702000,
41205,27400,-431000,0,11663000,58,1105000,1105000,507000,507000,
41440,27400,-440000,0,11659000,58,1001000,1001000,507000,507000,
41440,27400,-433000,0,11659000,58,1001000,1001000,2106000,2106000,
41791,27400,-437000,0,11662000,58,1001000,1001000,507000,507000,
41440,27400,-490000,0,11660000,58,1209000,1209000,507000,507000,
41909,27400,-444000,0,11665000,58,1703000,1703000,507000,507000,
41674,27400,-435000,0,11659000,58,1001000,1001000,702000,702000,
41557,27400,-428000,0,11659000,58,1001000,1001000,507000,507000,
41440,27400,-434000,0,11661000,58,1001000,1001000,507000,507000,
41557,27400,-435000,0,11654000,58,1001000,1001000,507000,507000,
41322,27400,-440000,0,11656000,58,1001000,1001000,507000,507000,
41322,27400,-434000,0,11658000,58,1001000,1001000,507000,507000,
41674,27400,-438000,0,11654000,58,1209000,1209000,507000,507000,
41674,27400,-452000,0,11660000,58,1001000,1001000,702000,702000,
41322,27400,-431000,0,11660000,58,1105000,1105000,507000,507000,
41440,27400,-432000,0,11659000,58,1001000,1001000,702000,702000,
41557,27400,-438000,0,11658000,58,702000,702000,1001000,1001000,
41088,27400,-427000,0,11654000,58,702000,702000,702000,702000,
41440,27400,-435000,0,11658000,58,507000,507000,702000,702000,
41440,27400,-413000,0,11660000,58,1001000,1001000,507000,507000,
41674,27400,-431000,0,11662000,58,1001000,1001000,507000,507000,
41440,27400,-432000,0,11662000,58,1001000,1001000,507000,507000,
41557,27400,-433000,0,11661000,58,1001000,1001000,507000,507000,
41674,27400,-435000,0,11662000,58,1105000,1105000,507000,507000,
41557,27400,-433000,0,11661000,58,1001000,1001000,507000,507000,
41440,27400,-432000,0,11666000,58,1001000,1001000,507000,507000,
41791,27400,-433000,0,11664000,58,1001000,1001000,507000,507000,
41440,27400,-438000,0,11663000,58,1105000,1105000,507000,507000,
41674,27400,-437000,0,11665000,58,1001000,1001000,507000,507000,
41440,27400,-438000,0,11662000,58,1001000,1001000,507000,507000,
41440,27400,-419000,0,11660000,58,1001000,1001000,702000,702000,
41791,27400,-444000,0,11664000,58,1001000,1001000,507000,507000,
41909,27400,-500000,0,11658000,58,1001000,1001000,507000,507000,
41674,27400,-471000,0,11653000,58,1001000,1001000,507000,507000,
41557,27400,-474000,0,11651000,58,1001000,1001000,507000,507000,
41440,27400,-470000,0,11657000,58,1001000,1001000,2106000,2106000,
41791,27400,-466000,0,11653000,58,1105000,1105000,507000,507000,
41909,27400,-476000,0,11656000,58,1001000,1001000,507000,507000,
43316,27400,-556000,0,11635000,58,1703000,1703000,2106000,2106000,
44723,27400,-521000,0,11635000,58,1703000,1703000,2106000,2106000,
42964,27400,-501000,0,11659000,58,1001000,1001000,1001000,1001000,
42495,27400,-451000,0,11653000,58,1703000,1703000,702000,702000,
42378,27400,-447000,0,11655000,58,1209000,1209000,507000,507000,
42260,27400,-433000,0,11658000,58,1300000,1300000,507000,507000,
42143,27400,-480000,0,11648000,58,1209000,1209000,507000,507000,
42143,27400,-443000,0,11652000,58,1105000,1105000,702000,702000,
42026,27400,-438000,0,11654000,58,1105000,1105000,507000,507000,
41674,27400,-444000,0,11648000,58,1001000,1001000,507000,507000,
41674,27400,-429000,0,11649000,58,507000,507000,702000,702000,
41440,27400,-432000,0,11664000,58,702000,702000,1001000,1001000,
41909,27300,-441000,0,11648000,58,1001000,1001000,507000,507000,
41557,27300,-438000,0,11660000,58,1001000,1001000,702000,702000,
41557,27300,-435000,0,11656000,58,1001000,1001000,702000,702000,
42026,27300,-435000,0,11643000,58,1703000,1703000,2106000,2106000,
44019,27300,-551000,0,11645000,58,1703000,1703000,2106000,2106000,
44488,27300,-536000,0,11617000,58,1703000,1703000,2106000,2106000,
46130,27300,-544000,0,11629000,58,1703000,1703000,2106000,2106000,
46364,27300,-572000,0,11637000,58,1703000,1703000,2106000,2106000,
45778,27400,-525000,0,11632000,58,1703000,1703000,2106000,2106000,
45895,27400,-527000,0,11644000,58,1703000,1703000,2106000,2106000,
45895,27400,-549000,0,11648000,58,1703000,1703000,2106000,2106000,
46247,27400,-530000,0,11634000,58,1703000,1703000,2106000,2106000,
47302,27400,-557000,0,11633000,58,1703000,1703000,2106000,2106000,
47419,27400,-547000,0,11632000,58,1703000,1703000,2106000,2106000,
46833,27400,-538000,0,11618000,58,1703000,1703000,2106000,2106000,
44254,27300,-480000,0,11655000,58,507000,507000,1001000,1001000,
43081,27300,-427000,0,11661000,58,1001000,1001000,702000,702000,
43198,27300,-441000,0,11656000,58,1001000,1001000,507000,507000,
43081,27300,-450000,0,11658000,58,1001000,1001000,507000,507000,
42847,27300,-441000,0,11656000,58,1001000,1001000,507000,507000,
44254,27300,-550000,0,11639000,58,1703000,1703000,2106000,2106000,
46481,27300,-567000,0,11621000,58,1703000,1703000,2106000,2106000,
46950,27300,-531000,0,11612000,58,1703000,1703000,2106000,2106000,
45895,27300,-513000,0,11628000,58,1703000,1703000,2106000,2106000,
43316,27300,-445000,0,11651000,58,702000,702000,507000,507000,
44488,27300,-464000,0,11659000,58,1703000,1703000,2106000,2106000,
46012,27300,-533000,0,11628000,58,1703000,1703000,2106000,2106000,
46364,27300,-585000,0,11637000,58,1703000,1703000,2106000,2106000,
45426,27300,-502000,0,11646000,58,1703000,1703000,2106000,2106000,
43550,27300,-455000,0,11667000,58,1703000,1703000,2106000,2106000,
42847,27300,-453000,0,11640000,57,1703000,1703000,2106000,2106000,
44840,27300,-343000,0,11617000,58,1703000,1703000,2106000,2106000,
50585,27300,-644000,0,11624000,58,1209000,1209000,2106000,2106000,
51875,27300,-624000,0,11623000,58,1703000,1703000,2106000,2106000,
51992,27300,-652000,0,11617000,58,1508000,1508000,2106000,2106000,
45426,27300,-459000,0,11647000,58,507000,507000,1612000,1612000,
43198,27300,-409000,0,11659000,58,1105000,1105000,702000,702000,
42495,27300,-409000,0,11661000,58,507000,507000,702000,702000,
42026,27300,-406000,0,11660000,58,507000,507000,1001000,1001000,
41791,27300,-412000,0,11658000,58,1508000,1508000,507000,507000,
44957,27300,-525000,0,11642000,58,1703000,1703000,2106000,2106000,
44840,27300,-511000,0,11640000,58,1703000,1703000,2106000,2106000,
46012,27300,-545000,0,11635000,58,1703000,1703000,2106000,2106000,
45309,27300,-495000,0,11653000,58,1703000,1703000,2106000,2106000,
45074,27300,-482000,0,11652000,58,1703000,1703000,2106000,2106000,
45074,27300,-506000,0,11649000,58,1703000,1703000,2106000,2106000,
45074,27300,-482000,0,11649000,58,1703000,1703000,2106000,2106000,
45661,27300,-480000,0,11654000,58,1703000,1703000,2106000,2106000,
45192,27300,-481000,0,11651000,58,1703000,1703000,2106000,2106000,
44840,27300,-471000,0,11650000,58,1703000,1703000,2106000,2106000,
45192,27300,-493000,0,11646000,58,1703000,1703000,2106000,2106000,
45074,27300,-493000,0,11649000,58,1703000,1703000,2106000,2106000,
46833,27300,-509000,0,11623000,58,1703000,1703000,2106000,2106000,
51758,27300,-641000,0,11616000,58,1703000,1703000,2106000,2106000,
52344,27300,-689000,0,11602000,58,1703000,1703000,2106000,2106000,
48826,27300,-530000,0,11625000,58,1703000,1703000,2106000,2106000,
45426,27300,-410000,0,11650000,58,1703000,1703000,2106000,2106000,
45192,27300,-352000,0,11660000,58,1703000,1703000,2106000,2106000,
44019,27300,-352000,0,11659000,58,1703000,1703000,2106000,2106000,
43081,27300,-340000,0,11667000,58,1703000,1703000,2106000,2106000,
44254,27300,-464000,0,11633000,58,1703000,1703000,2106000,2106000,
41205,27300,-360000,0,11678000,58,1703000,1703000,2106000,2106000,
42026,27300,-370000,0,11667000,58,1703000,1703000,2106000,2106000,
41791,27300,-340000,0,11663000,58,1703000,1703000,2106000,2106000,
41557,27300,-364000,0,11666000,58,1703000,1703000,2106000,2106000,
40736,27300,-379000,0,11673000,58,1703000,1703000,2106000,2106000,
41088,27300,-375000,0,11663000,58,1703000,1703000,2106000,2106000,
40971,27300,-361000,0,11659000,58,1703000,1703000,2106000,2106000,
38977,27300,-302000,0,11679000,58,507000,507000,507000,507000,
38626,27300,-311000,0,11675000,58,507000,507000,507000,507000,
38391,27300,-317000,0,11680000,58,507000,507000,507000,507000,
38274,27300,-302000,0,11680000,58,1703000,1703000,2106000,2106000,
38391,27300,-318000,0,11674000,58,1703000,1703000,2106000,2106000,
37922,27300,-300000,0,11680000,58,507000,507000,507000,507000,
37688,27300,-302000,0,11680000,58,1703000,1703000,507000,507000,
37570,27300,-305000,0,11682000,58,507000,507000,507000,507000,
38626,27300,-367000,0,11672000,58,1703000,1703000,2106000,2106000,
39798,27300,-451000,0,11673000,58,1703000,1703000,2106000,2106000,
40736,27300,-410000,0,11664000,58,1703000,1703000,2106000,2106000,
42143,27300,-461000,0,11640000,58,1703000,1703000,2106000,2106000,
40853,27300,-366000,0,11675000,58,1703000,1703000,2106000,2106000,
42495,27300,-372000,0,11671000,58,1703000,1703000,2106000,2106000,
40502,27300,-347000,0,11664000,58,1703000,1703000,2106000,2106000,
40384,27300,-353000,0,11660000,58,1703000,1703000,2106000,2106000,
40033,27300,-391000,0,11674000,58,702000,702000,507000,507000,
38508,27300,-323000,0,11681000,58,507000,507000,507000,507000,
41205,27300,-346000,0,11655000,58,1703000,1703000,2106000,2106000,
40267,27300,-333000,0,11665000,58,1703000,1703000,2106000,2106000,
39798,27300,-348000,0,11666000,58,1703000,1703000,2106000,2106000,
38039,27300,-318000,0,11680000,58,507000,507000,507000,507000,
37922,27300,-316000,0,11681000,58,1703000,1703000,2106000,2106000,
44840,27300,-537000,0,11609000,58,1703000,1703000,2106000,2106000,
43550,27300,-518000,0,11623000,58,1703000,1703000,2106000,2106000,
42495,27300,-543000,0,11649000,58,507000,507000,1001000,1001000,
43550,27300,-536000,0,11620000,58,1703000,1703000,2106000,2106000,
44723,27300,-574000,0,11628000,58,1703000,1703000,2106000,2106000,
44136,27300,-533000,0,11641000,58,1508000,1508000,2106000,2106000,
42378,27300,-480000,0,11644000,58,1209000,1209000,507000,507000,
41909,27300,-476000,0,11649000,58,1105000,1105000,507000,507000,
41791,27300,-475000,0,11648000,58,1209000,1209000,2106000,2106000,
41557,27300,-426000,0,11648000,58,1001000,1001000,507000,507000,
43667,27300,-541000,0,11627000,58,1703000,1703000,2106000,2106000,
44136,27300,-542000,0,11626000,58,1703000,1703000,2106000,2106000,
44254,27300,-518000,0,11629000,58,1703000,1703000,2106000,2106000,
44605,27300,-573000,0,11595000,58,1703000,1703000,2106000,2106000,
42378,27200,-360000,0,11655000,58,1703000,1703000,2106000,2106000,
40619,27300,-370000,0,11675000,58,1703000,1703000,2106000,2106000,
42026,27300,-453000,0,11647000,58,1703000,1703000,2106000,2106000,
42026,27300,-421000,0,11655000,58,1703000,1703000,2106000,2106000,
41205,27300,-414000,0,11655000,58,507000,507000,2106000,2106000,
39329,27300,-314000,0,11675000,58,507000,507000,507000,507000,
38391,27200,-298000,0,11678000,58,507000,507000,507000,507000,
38039,27200,-309000,0,11678000,58,507000,507000,507000,507000,
37570,27200,-295000,0,11677000,58,507000,507000,507000,507000,
37453,27200,-320000,0,11659000,58,507000,507000,507000,507000,
37101,27200,-297000,0,11679000,58,507000,507000,507000,507000,
37101,27200,-296000,0,11680000,58,507000,507000,507000,507000,
36867,27300,-295000,0,11678000,58,507000,507000,507000,507000,
36632,27200,-299000,0,11680000,58,507000,507000,507000,507000,
36632,27200,-295000,0,11681000,58,507000,507000,507000,507000,
36515,27200,-302000,0,11681000,58,507000,507000,507000,507000,
36398,27200,-295000,0,11673000,58,507000,507000,507000,507000,
36281,27200,-299000,0,11681000,58,507000,507000,507000,507000,
36281,27200,-299000,0,11682000,58,1703000,1703000,702000,702000,
36515,27200,-297000,0,11682000,58,507000,507000,507000,507000,
36163,27200,-299000,0,11682000,58,507000,507000,507000,507000,
36163,27200,-296000,0,11683000,58,507000,507000,507000,507000,
36163,27200,-296000,0,11675000,58,507000,507000,507000,507000,
35929,27200,-297000,0,11678000,58,507000,507000,507000,507000,
35929,27200,-297000,0,11681000,58,507000,507000,507000,507000,
36046,27200,-303000,0,11682000,58,507000,507000,507000,507000,
35929,27200,-296000,0,11683000,58,507000,507000,507000,507000,
35929,27200,-296000,0,11677000,58,507000,507000,507000,507000,
35577,27200,-295000,0,11682000,58,507000,507000,507000,507000,
35694,27200,-295000,0,11681000,58,507000,507000,507000,507000,
35577,27200,-292000,0,11682000,58,507000,507000,507000,507000,
35460,27200,-298000,0,11684000,58,507000,507000,507000,507000,
35577,27200,-292000,0,11682000,58,1001000,1001000,507000,507000,
35694,27200,-316000,0,11683000,58,507000,507000,507000,507000,
35343,27200,-292000,0,11684000,58,507000,507000,702000,702000,
35577,27200,-305000,0,11682000,58,507000,507000,507000,507000,
38157,27200,-407000,0,11657000,58,1703000,1703000,2106000,2106000,
39095,27200,-464000,0,11646000,58,1703000,1703000,2106000,2106000,
37570,27200,-396000,0,11676000,58,1703000,1703000,2106000,2106000,
44957,27200,-615000,0,11599000,58,1703000,1703000,2106000,2106000,
40033,27200,-449000,0,11650000,58,1703000,1703000,1209000,1209000,
39446,27200,-435000,0,11653000,58,1105000,1105000,507000,507000,
39798,27200,-435000,0,11653000,58,1105000,1105000,507000,507000,
39798,27200,-445000,0,11647000,58,1105000,1105000,2106000,2106000,
40033,27200,-477000,0,11651000,58,1105000,1105000,507000,507000,
40033,27200,-435000,0,11639000,58,1001000,1001000,507000,507000,
40033,27200,-446000,0,11651000,58,1001000,1001000,507000,507000,
39915,27200,-435000,0,11652000,58,1105000,1105000,507000,507000,
40150,27200,-443000,0,11648000,58,1209000,1209000,507000,507000,
40384,27200,-437000,0,11644000,58,1001000,1001000,507000,507000,
40267,27200,-435000,0,11647000,58,1001000,1001000,507000,507000,
40033,27200,-428000,0,11652000,58,1001000,1001000,507000,507000,
40619,27200,-445000,0,11638000,58,1105000,1105000,507000,507000,
40033,27200,-435000,0,11649000,58,1703000,1703000,2106000,2106000,
40502,27200,-439000,0,11645000,58,1105000,1105000,507000,507000,
40619,27200,-443000,0,11653000,58,507000,507000,702000,702000,
43198,27200,-545000,0,11627000,58,1703000,1703000,2106000,2106000,
40971,27200,-414000,0,11642000,58,1001000,1001000,507000,507000,
40853,27200,-433000,0,11641000,58,1105000,1105000,507000,507000,
40502,27200,-425000,0,11642000,58,1105000,1105000,2106000,2106000,
40853,27200,-433000,0,11637000,58,1001000,1001000,507000,507000,
40736,27200,-432000,0,11637000,58,1703000,1703000,702000,702000,
40502,27200,-438000,0,11648000,58,1300000,1300000,1001000,1001000,
40267,27200,-418000,0,11652000,58,1001000,1001000,507000,507000,
40619,27200,-433000,0,11634000,58,1105000,1105000,507000,507000,
40736,27200,-437000,0,11642000,58,1105000,1105000,507000,507000,
42260,27200,-496000,0,11617000,58,1703000,1703000,2106000,2106000,
41322,27200,-451000,0,11638000,58,507000,507000,2106000,2106000,
40619,27200,-441000,0,11658000,58,1001000,1001000,507000,507000,
40853,27200,-412000,0,11640000,58,1001000,1001000,507000,507000,
41088,27200,-435000,0,11643000,58,1001000,1001000,507000,507000,
40619,27200,-438000,0,11640000,58,1105000,1105000,507000,507000,
40736,27200,-426000,0,11639000,58,1105000,1105000,507000,507000,
40736,27200,-429000,0,11642000,58,1105000,1105000,507000,507000,
42495,27200,-499000,0,11623000,58,1703000,1703000,2106000,2106000,
44723,27200,-567000,0,11614000,58,1703000,1703000,2106000,2106000,
44488,27200,-566000,0,11618000,58,1703000,1703000,2106000,2106000,
