INT3400 Thermal,TSR0,TSR1,TSR2,B0DB,soc_dts0,soc_dts1,BAT0/current_now,BAT0/voltage_now,BAT0/capacity,cpu0/scaling_cur_freq,cpu1/scaling_cur_freq,
20000,35800,30800,32800,49000,41000,44000,564000,11354000,49,2582300,2582300,
20000,35800,30800,32800,50000,40000,44000,571000,11364000,49,2582300,2582300,
20000,35800,30800,32800,50000,41000,44000,571000,11369000,49,2582300,2582300,
20000,35800,30800,32800,51000,41000,44000,570000,11366000,49,2582300,2582365,
20000,35800,30800,32800,47000,40000,43000,386000,11417000,49,2582300,2582300,
20000,35800,30800,32800,47000,40000,43000,524000,11392000,49,2582300,2582300,
20000,35800,30800,32800,44000,39000,42000,400000,11370000,49,2498414,2581193,
20000,35800,30800,32800,47000,39000,42000,362000,11414000,49,2582300,2582300,
20000,35800,30800,32800,44000,39000,43000,550000,11377000,49,2580868,2580933,
20000,35800,30800,32800,43000,39000,41000,352000,11416000,49,2582300,2582300,
20000,35800,30800,32800,42000,38000,41000,348000,11416000,49,2581844,2247928,
20000,35800,30800,32800,42000,38000,40000,347000,11418000,49,2582300,2580087,
20000,34800,30800,32800,42000,38000,40000,341000,11422000,49,2577158,2503750,
20000,34800,30800,32800,42000,38000,40000,367000,11418000,49,2582300,2582300,
20000,34800,30800,32800,41000,38000,39000,352000,11422000,49,1988917,2496982,
20000,34800,30800,32800,41000,37000,39000,348000,11424000,49,2578785,2579957,
20000,34800,30800,32800,41000,37000,39000,340000,11421000,49,2579501,2497373,
20000,34800,30800,32800,40000,37000,39000,352000,11427000,49,1898654,2564078,
20000,34800,30800,32800,41000,37000,39000,344000,11425000,49,2163977,2582300,
20000,34800,30800,32800,45000,37000,39000,380000,11422000,49,2582300,2582300,
20000,34800,30800,31800,40000,37000,40000,368000,11425000,49,2581649,2414593,
20000,34800,30800,32800,40000,37000,39000,340000,11425000,49,2158250,2477979,
20000,34800,30800,31800,40000,37000,39000,341000,11426000,49,2247277,2582300,
20000,34800,30800,31800,41000,37000,39000,341000,11428000,49,2582234,2582300,
20000,34800,30800,31800,40000,37000,39000,347000,11425000,49,2581714,2581519,
20000,34800,30800,31800,45000,38000,41000,536000,11364000,49,2582234,2582300,
20000,34800,30800,31800,42000,38000,41000,520000,11385000,49,2411860,2575987,
20000,34800,30800,31800,41000,37000,40000,348000,11421000,49,2497698,2498674,
20000,34800,30800,31800,41000,37000,39000,348000,11423000,49,2582430,2582300,
20000,34800,30800,31800,41000,37000,39000,366000,11422000,49,2582300,2581649,
20000,34800,29800,31800,40000,37000,39000,354000,11426000,49,2579957,2581649,
20000,34800,30800,31800,40000,37000,39000,343000,11424000,49,2581714,2248644,
20000,34800,29800,31800,40000,37000,39000,347000,11427000,49,2581323,2582104,
20000,33800,30800,31800,40000,36000,39000,340000,11429000,49,2581323,1972127,
20000,33800,29800,31800,40000,36000,39000,340000,11427000,49,2072673,2400471,
20000,33800,30800,31800,40000,36000,39000,340000,11423000,49,1996987,2576963,
20000,33800,29800,31800,40000,36000,39000,342000,11427000,49,2160463,2497958,
20000,33800,29800,31800,40000,36000,39000,342000,11429000,49,2581844,2580087,
20000,33800,30800,31800,40000,36000,39000,349000,11429000,49,2415049,2063952,
20000,33800,29800,31800,40000,36000,39000,360000,11429000,49,2581519,2497763,
20000,33800,30800,31800,40000,36000,39000,374000,11428000,49,2580477,2497438,
20000,33800,29800,31800,40000,36000,39000,338000,11428000,49,2582300,2579892,
20000,33800,30800,31800,40000,36000,39000,338000,11428000,49,2582300,2581519,
20000,33800,29800,31800,40000,36000,39000,338000,11427000,49,2581909,2582300,
20000,33800,29800,31800,40000,36000,39000,343000,11429000,48,2581519,2581779,
20000,33800,29800,31800,40000,36000,39000,340000,11428000,48,2581193,2497242,
20000,33800,29800,31800,39000,36000,39000,338000,11429000,48,2581453,2493208,
20000,33800,29800,31800,40000,36000,39000,342000,11421000,48,2580738,2581844,
20000,33800,29800,31800,39000,36000,39000,346000,11429000,48,2581844,2425136,
20000,33800,29800,31800,39000,36000,39000,348000,11430000,48,2582300,1997898,
20000,33800,29800,30800,39000,36000,39000,347000,11430000,48,2581323,2582234,
20000,33800,29800,31800,39000,36000,39000,338000,11430000,48,2075731,2582300,
20000,33800,29800,31800,39000,36000,39000,338000,11430000,48,2581844,2580152,
20000,33800,29800,30800,39000,36000,39000,340000,11428000,48,2164042,2582300,
20000,33800,29800,30800,39000,36000,39000,350000,11430000,48,2581844,2081133,
20000,33800,29800,30800,39000,36000,38000,343000,11428000,48,2581323,2421166,
20000,33800,29800,30800,39000,36000,38000,342000,11425000,48,2580217,2495420,
20000,33800,29800,30800,39000,36000,38000,347000,11431000,48,2581844,2579761,
20000,33800,29800,30800,42000,36000,38000,347000,11430000,48,2582300,2582300,
20000,33800,29800,30800,46000,36000,38000,489000,11392000,48,2582234,2582234,
20000,33800,29800,30800,40000,36000,39000,507000,11393000,48,2582300,2498479,
20000,33800,29800,30800,40000,36000,39000,337000,11426000,48,2498479,2498284,
20000,33800,29800,30800,39000,36000,38000,337000,11431000,48,2078074,2581388,
20000,33800,29800,30800,39000,36000,38000,341000,11429000,48,2163131,2415374,
20000,33800,29800,30800,39000,36000,38000,340000,11426000,48,2582300,2296086,
20000,33800,29800,30800,39000,36000,38000,362000,11426000,48,2581584,2581779,
20000,33800,29800,30800,39000,36000,38000,337000,11430000,48,2581714,2028029,
20000,33800,29800,30800,39000,36000,38000,338000,11424000,48,2581779,2065254,
20000,33800,29800,30800,39000,36000,38000,342000,11428000,48,2582300,2581388,
20000,33800,29800,30800,39000,36000,38000,355000,11431000,48,2582300,2415049,
20000,32800,29800,30800,39000,36000,38000,362000,11431000,48,2331619,2483771,
20000,32800,29800,30800,38000,36000,37000,346000,11427000,48,2579892,2331684,
20000,32800,29800,30800,39000,36000,38000,354000,11408000,48,2582300,2580542,
20000,32800,29800,30800,38000,35000,38000,348000,11429000,48,2581909,2506158,
20000,32800,29800,30800,39000,36000,38000,342000,11428000,48,2582300,2077944,
20000,32800,29800,30800,39000,35000,38000,344000,11427000,48,2582300,2581779,
20000,32800,29800,30800,39000,35000,37000,341000,11428000,48,2582300,2546246,
20000,32800,29800,30800,39000,35000,38000,340000,11427000,48,2561995,2080027,
20000,32800,29800,30800,39000,35000,38000,340000,11432000,48,2582300,2079506,
20000,32800,29800,30800,39000,35000,38000,342000,11429000,48,2581128,2581453,
20000,32800,29800,30800,38000,35000,38000,354000,11424000,48,2582300,2581649,
20000,32800,29800,30800,43000,36000,39000,547000,11396000,48,2582300,2582300,
20000,32800,29800,30800,45000,37000,40000,562000,11391000,48,2582300,2582300,
20000,32800,29800,30800,44000,37000,40000,556000,11394000,48,2582300,2582300,
20000,32800,29800,30800,43000,36000,39000,449000,11393000,48,2582300,2582300,
20000,32800,29800,30800,43000,37000,39000,462000,11389000,48,2582300,2582300,
20000,32800,29800,30800,40000,36000,38000,382000,11426000,48,2081068,2568763,
20000,32800,29800,30800,42000,36000,38000,420000,11379000,48,2582755,2582300,
20000,32800,29800,30800,39000,36000,38000,385000,11419000,48,2582300,2075601,
20000,32800,29800,30800,45000,36000,39000,378000,11423000,48,2582300,2582300,
20000,32800,29800,30800,47000,37000,41000,649000,11352000,48,2582234,2582300,
20000,32800,29800,30800,47000,38000,41000,585000,11382000,48,2582300,2582300,
20000,32800,29800,30800,47000,38000,41000,583000,11351000,48,2582300,2582300,
20000,32800,29800,30800,47000,38000,41000,592000,11373000,48,2582234,2582300,
20000,32800,29800,30800,47000,38000,41000,602000,11345000,48,2582234,2582300,
20000,32800,29800,30800,47000,38000,42000,601000,11367000,48,2582300,2582300,
20000,32800,29800,30800,48000,38000,42000,594000,11380000,48,2582300,2582300,
20000,32800,29800,30800,47000,38000,42000,570000,11357000,48,2582300,2582300,
20000,33800,29800,30800,47000,38000,42000,579000,11369000,48,2582234,2582300,
20000,33800,29800,30800,47000,38000,42000,564000,11374000,48,2582300,2582300,
20000,33800,29800,30800,47000,39000,42000,560000,11368000,48,2582300,2582300,
20000,33800,29800,30800,47000,39000,42000,562000,11370000,48,2582300,2582300,
20000,33800,29800,30800,47000,39000,42000,561000,11373000,48,2582300,2582300,
20000,33800,29800,30800,48000,39000,42000,554000,11366000,48,2582300,2582300,
20000,33800,29800,30800,48000,39000,42000,555000,11359000,48,2582300,2582300,
20000,33800,29800,30800,47000,39000,42000,559000,11387000,48,2582300,2582300,
20000,33800,29800,30800,47000,39000,42000,567000,11351000,48,2582300,2582300,
20000,33800,29800,30800,48000,39000,42000,553000,11366000,48,2582300,2582300,
20000,33800,29800,30800,48000,39000,42000,554000,11386000,48,2582365,2582300,
20000,33800,29800,30800,47000,39000,42000,553000,11352000,48,2582300,2582300,
20000,33800,29800,30800,48000,39000,43000,558000,11361000,48,2582300,2582300,
20000,33800,29800,30800,49000,39000,43000,561000,11347000,48,2582234,2582300,
20000,33800,29800,30800,48000,39000,43000,571000,11364000,48,2582300,2582300,
20000,33800,29800,30800,49000,39000,43000,579000,11358000,48,2582300,2582300,
20000,33800,29800,30800,48000,39000,43000,591000,11344000,48,2582300,2582300,
20000,33800,29800,30800,48000,39000,43000,572000,11357000,48,2582300,2582300,
20000,33800,29800,30800,48000,39000,43000,580000,11378000,48,2582300,2582300,
20000,33800,29800,30800,48000,39000,43000,579000,11363000,48,2582300,2582300,
20000,33800,29800,30800,49000,39000,43000,651000,11330000,48,2582300,2582300,
20000,33800,29800,30800,51000,40000,44000,627000,11359000,48,2582234,2582300,
20000,33800,29800,30800,50000,40000,43000,639000,11322000,48,2582234,2582300,
20000,33800,29800,30800,49000,40000,43000,634000,11347000,48,2582300,2582300,
20000,33800,29800,31800,51000,40000,44000,628000,11350000,48,2582300,2582300,
20000,33800,29800,30800,51000,40000,44000,619000,11333000,48,2582234,2582300,
20000,33800,29800,31800,51000,40000,45000,631000,11333000,48,2582234,2582234,
20000,33800,29800,31800,51000,40000,45000,656000,11343000,48,2582300,2582300,
20000,34800,29800,30800,53000,41000,45000,668000,11317000,48,2582300,2582300,
20000,34800,29800,31800,53000,41000,45000,683000,11340000,48,2582300,2582300,
20000,34800,29800,31800,53000,41000,46000,674000,11337000,48,2582300,2582300,
20000,34800,29800,31800,53000,41000,46000,671000,11322000,48,2582300,2582300,
20000,34800,30800,31800,53000,41000,46000,675000,11320000,48,2582234,2582300,
20000,34800,29800,30800,52000,41000,45000,626000,11350000,48,2582234,2582300,
20000,34800,29800,31800,51000,41000,44000,598000,11325000,48,2582300,2582234,
20000,34800,29800,31800,53000,41000,45000,662000,11318000,48,2582300,2582300,
20000,34800,29800,31800,52000,41000,44000,686000,11335000,48,2582300,2582300,
20000,34800,29800,31800,52000,41000,44000,607000,11331000,48,2582365,2582300,
20000,34800,29800,31800,50000,41000,44000,585000,11343000,48,2582365,2582300,
20000,34800,29800,31800,50000,40000,44000,565000,11371000,48,2582300,2582234,
20000,34800,30800,31800,49000,40000,44000,565000,11338000,48,2582300,2582300,
20000,34800,29800,31800,49000,40000,44000,572000,11363000,48,2582300,2582300,
20000,34800,29800,31800,49000,40000,44000,562000,11357000,48,2582300,2582300,
20000,34800,29800,31800,49000,40000,44000,566000,11349000,48,2582300,2582300,
20000,34800,29800,31800,49000,40000,44000,577000,11365000,48,2582300,2582300,
20000,34800,30800,31800,49000,40000,44000,589000,11346000,48,2582300,2582300,
20000,34800,30800,31800,49000,40000,43000,570000,11357000,48,2582300,2582300,
20000,34800,29800,31800,49000,40000,43000,555000,11352000,48,2582300,2582300,
20000,34800,29800,31800,49000,40000,43000,552000,11361000,48,2582300,2582300,
20000,34800,30800,31800,49000,40000,44000,554000,11358000,48,2582300,2582300,
20000,34800,29800,31800,51000,40000,43000,555000,11358000,48,2582300,2582300,
20000,34800,29800,31800,49000,40000,44000,598000,11346000,48,2582300,2582300,
20000,34800,30800,31800,49000,40000,43000,564000,11353000,48,2582300,2582300,
20000,34800,30800,31800,49000,40000,44000,570000,11355000,48,2582234,2582300,
20000,34800,30800,31800,49000,40000,44000,564000,11365000,48,2582300,2582300,
20000,34800,30800,31800,49000,40000,44000,560000,11348000,48,2582300,2582300,
20000,34800,30800,31800,49000,40000,44000,564000,11359000,48,2582300,2582300,
20000,34800,30800,31800,49000,40000,44000,576000,11344000,48,2582300,2582300,
20000,34800,30800,31800,49000,40000,43000,561000,11366000,48,2582300,2582300,
20000,34800,30800,31800,49000,40000,44000,559000,11351000,48,2582300,2582300,
20000,34800,30800,31800,49000,40000,43000,564000,11344000,48,2582300,2582300,
20000,34800,30800,31800,49000,40000,44000,571000,11372000,48,2582300,2582234,
20000,34800,30800,31800,49000,40000,44000,583000,11339000,48,2582300,2582300,
20000,34800,30800,31800,49000,40000,43000,573000,11333000,48,2582234,2582300,
20000,34800,30800,31800,49000,40000,44000,560000,11369000,48,2582300,2582300,
20000,34800,30800,31800,49000,40000,44000,560000,11341000,48,2582300,2582234,
20000,34800,30800,31800,49000,40000,44000,572000,11338000,48,2582300,2582300,
20000,34800,30800,31800,49000,40000,44000,560000,11371000,48,2582300,2582365,
20000,34800,30800,31800,50000,40000,44000,561000,11346000,48,2582300,2582300,
20000,34800,30800,31800,49000,40000,44000,560000,11347000,48,2582300,2582300,
20000,34800,30800,32800,49000,40000,44000,564000,11374000,48,2582300,2582300,
20000,34800,30800,31800,49000,40000,44000,562000,11351000,48,2582234,2582300,
20000,34800,30800,31800,49000,40000,44000,562000,11340000,48,2582300,2582234,
20000,34800,30800,32800,49000,40000,44000,586000,11373000,48,2582234,2582300,
20000,34800,30800,31800,49000,40000,44000,568000,11339000,48,2582300,2582300,
20000,34800,30800,31800,51000,40000,44000,568000,11357000,48,2582300,2582300,
20000,34800,30800,31800,49000,40000,44000,570000,11359000,48,2582300,2582234,
20000,34800,30800,31800,49000,40000,44000,591000,11333000,48,2582300,2582300,
20000,34800,30800,31800,49000,40000,44000,583000,11358000,48,2582300,2582300,
20000,34800,30800,31800,49000,40000,44000,589000,11341000,48,2582234,2582300,
20000,34800,30800,31800,49000,40000,44000,576000,11333000,48,2582300,2582300,
20000,34800,30800,31800,49000,40000,44000,561000,11357000,48,2582300,2582300,
20000,34800,30800,32800,49000,40000,44000,565000,11351000,48,2582300,2582300,
20000,34800,30800,32800,49000,40000,44000,558000,11340000,48,2582300,2582300,
20000,34800,30800,32800,49000,40000,44000,560000,11344000,48,2582300,2582300,
20000,34800,30800,31800,49000,40000,44000,562000,11353000,48,2582430,2582300,
20000,34800,30800,32800,49000,40000,44000,571000,11348000,48,2582300,2582300,
20000,34800,30800,31800,49000,40000,44000,565000,11359000,48,2582300,2582300,
20000,34800,30800,32800,49000,40000,44000,567000,11360000,48,2582300,2582234,
20000,34800,30800,31800,49000,40000,44000,560000,11339000,48,2582300,2582300,
20000,34800,30800,32800,49000,40000,44000,576000,11361000,48,2582300,2582300,
20000,34800,30800,31800,50000,41000,44000,571000,11329000,48,2582300,2582300,
20000,34800,30800,32800,50000,40000,44000,560000,11353000,48,2582300,2582300,
20000,34800,30800,31800,49000,40000,44000,562000,11356000,48,2582300,2582300,
20000,34800,30800,32800,49000,40000,44000,566000,11336000,48,2582300,2582300,
20000,34800,30800,31800,49000,40000,44000,571000,11370000,48,2582300,2582300,
20000,34800,30800,32800,49000,40000,44000,560000,11336000,48,2582300,2582300,
20000,34800,30800,32800,49000,40000,44000,561000,11340000,48,2582300,2582300,
20000,34800,30800,31800,49000,40000,44000,561000,11364000,48,2582300,2582234,
20000,34800,30800,32800,49000,40000,44000,565000,11342000,48,2582300,2582300,
20000,35800,30800,32800,49000,40000,44000,560000,11336000,48,2582300,2582300,
20000,34800,30800,31800,49000,40000,44000,561000,11369000,48,2582300,2582300,
20000,35800,30800,32800,49000,40000,44000,564000,11340000,48,2582234,2582300,
20000,34800,30800,32800,49000,40000,44000,560000,11343000,48,2582300,2582300,
20000,34800,30800,32800,49000,41000,44000,571000,11356000,48,2582234,2582300,
20000,35800,30800,32800,50000,40000,44000,609000,11331000,48,2582300,2582300,
20000,35800,30800,32800,50000,41000,44000,578000,11328000,48,2582300,2582234,
20000,35800,30800,31800,46000,40000,43000,410000,11349000,48,2582300,2582300,
20000,35800,30800,32800,44000,39000,42000,479000,11393000,48,2582169,2581453,
20000,35800,30800,32800,45000,40000,42000,480000,11342000,48,2582300,2582300,
20000,35800,30800,32800,48000,39000,41000,434000,11392000,48,2582300,2582300,
20000,34800,30800,32800,50000,39000,42000,516000,11350000,48,2582234,2582300,
20000,34800,30800,32800,43000,39000,41000,388000,11385000,48,2582300,2464638,
20000,34800,30800,32800,42000,38000,40000,362000,11400000,48,2581584,2581974,
20000,34800,30800,32800,42000,38000,40000,348000,11404000,48,2581323,2005382,
20000,34800,30800,32800,42000,38000,40000,366000,11398000,48,2580673,2497438,
20000,34800,30800,31800,42000,38000,40000,359000,11403000,48,2581128,2238166,
20000,34800,30800,31800,41000,37000,40000,338000,11408000,48,2581714,2580412,
20000,34800,30800,31800,41000,37000,40000,340000,11409000,48,2577874,1979481,
20000,34800,30800,32800,41000,37000,40000,337000,11400000,48,2161114,2329861,
20000,34800,30800,32800,40000,37000,40000,340000,11406000,48,2143998,2581909,
20000,34800,30800,31800,40000,37000,40000,342000,11404000,48,2075211,2581844,
20000,34800,30800,32800,40000,37000,40000,338000,11409000,48,2579371,2581844,
20000,34800,30800,31800,40000,37000,40000,368000,11404000,48,2581128,2428910,
20000,34800,30800,31800,40000,37000,40000,361000,11412000,48,2580542,1907179,
20000,34800,30800,31800,40000,37000,40000,358000,11405000,48,2163977,2466265,
20000,34800,30800,31800,40000,37000,39000,340000,11411000,48,2582104,2521191,
20000,34800,30800,31800,40000,37000,38000,340000,11409000,48,2581649,2577549,
20000,34800,29800,31800,41000,37000,39000,337000,11412000,48,2582300,2578265,
20000,34800,29800,31800,40000,36000,38000,364000,11395000,48,2580347,2580998,
20000,34800,29800,31800,40000,37000,38000,341000,11413000,48,2146927,2581453,
20000,34800,30800,31800,40000,36000,38000,336000,11412000,48,2581779,2581844,
20000,33800,29800,31800,40000,37000,38000,337000,11410000,48,2578785,2582169,
20000,33800,30800,31800,43000,37000,39000,415000,11398000,48,2582300,2582300,
20000,33800,30800,31800,40000,36000,39000,374000,11401000,48,2580217,2383160,
20000,33800,29800,31800,40000,36000,38000,347000,11410000,48,2581388,2582234,
20000,33800,30800,31800,40000,36000,38000,347000,11410000,48,2579436,2431904,
20000,33800,29800,31800,40000,36000,38000,346000,11410000,48,2581258,2580998,
20000,33800,30800,31800,40000,36000,38000,338000,11413000,48,2581909,2041500,
20000,33800,29800,31800,40000,36000,38000,338000,11413000,48,2578395,2581714,
20000,33800,29800,31800,40000,36000,38000,343000,11412000,48,2581258,2579176,
20000,33800,29800,31800,40000,36000,38000,346000,11413000,48,2579436,2581779,
20000,33800,29800,31800,40000,36000,38000,361000,11406000,48,2582300,2582300,
20000,33800,29800,31800,40000,36000,38000,374000,11413000,48,2575857,2581649,
20000,33800,29800,31800,39000,36000,38000,337000,11410000,48,2582300,2582300,
20000,33800,29800,31800,39000,36000,38000,338000,11413000,48,2582300,2581714,
20000,33800,29800,31800,39000,36000,38000,349000,11413000,48,2582300,2582300,
20000,33800,29800,31800,39000,36000,38000,337000,11414000,48,2582300,2581584,
20000,33800,29800,31800,39000,36000,38000,337000,11410000,48,2582300,2419279,
20000,33800,29800,30800,39000,36000,38000,342000,11414000,48,2581909,2537591,
20000,33800,29800,31800,39000,36000,38000,336000,11414000,48,2577288,2247733,
20000,33800,29800,30800,39000,36000,38000,341000,11413000,48,2579436,2581974,
20000,33800,29800,31800,39000,36000,38000,344000,11415000,48,2572538,2077228,
20000,33800,29800,31800,39000,36000,38000,368000,11413000,48,2581519,2329081,
20000,33800,29800,31800,39000,36000,38000,340000,11413000,48,2581193,2498544,
20000,33800,29800,30800,39000,36000,38000,338000,11414000,48,2164042,2582104,
20000,33800,29800,30800,39000,36000,38000,340000,11415000,47,2582300,1985078,
20000,33800,29800,31800,39000,36000,38000,341000,11415000,47,2579241,1966660,
20000,33800,29800,30800,39000,36000,38000,341000,11417000,47,2581844,2579306,
20000,33800,29800,30800,39000,36000,38000,349000,11413000,47,2073454,2028810,
20000,33800,29800,30800,39000,36000,38000,348000,11414000,47,2582300,1997247,
20000,33800,29800,30800,39000,36000,38000,362000,11416000,47,2581323,2078269,
20000,33800,29800,30800,47000,36000,38000,337000,11416000,47,2582300,2582234,
20000,33800,29800,30800,40000,36000,39000,388000,11415000,47,2582300,2581779,
20000,33800,29800,30800,40000,36000,38000,341000,11415000,47,2582495,2080287,
20000,33800,29800,30800,39000,36000,38000,337000,11412000,47,2582300,2582300,
20000,33800,29800,30800,39000,36000,38000,341000,11412000,47,2245585,1929306,
20000,32800,29800,30800,39000,36000,38000,338000,11413000,47,2582300,2390905,
20000,33800,29800,30800,39000,36000,38000,340000,11414000,47,2582300,2037531,
20000,32800,29800,30800,39000,36000,38000,338000,11416000,47,2160723,2081003,
20000,32800,29800,30800,38000,35000,38000,341000,11415000,47,2581258,2551127,
20000,32800,29800,30800,39000,35000,38000,346000,11414000,47,2582300,2581714,
20000,32800,29800,30800,41000,36000,39000,374000,11411000,47,2582300,2582300,
20000,32800,29800,30800,39000,36000,39000,358000,11413000,47,2582300,2582234,
20000,32800,29800,30800,40000,36000,39000,510000,11396000,47,2581844,2582300,
20000,32800,29800,30800,41000,35000,38000,364000,11412000,47,2582430,2582300,
20000,32800,29800,30800,46000,36000,39000,422000,11382000,47,2582300,2582234,
20000,32800,29800,30800,46000,37000,41000,631000,11330000,47,2582300,2582234,
20000,32800,29800,30800,47000,38000,42000,620000,11334000,47,2582300,2582300,
20000,32800,29800,30800,47000,38000,41000,600000,11351000,47,2582300,2582300,
20000,32800,29800,30800,48000,38000,42000,601000,11358000,47,2582300,2582300,
20000,32800,29800,30800,49000,38000,42000,604000,11328000,47,2582300,2582300,
20000,32800,29800,30800,47000,38000,42000,573000,11367000,47,2582300,2582234,
20000,32800,29800,30800,47000,39000,42000,567000,11350000,47,2582300,2582300,
20000,33800,29800,30800,47000,38000,42000,562000,11341000,47,2582300,2582300,
20000,33800,29800,30800,45000,38000,42000,577000,11356000,47,2582300,2582300,
20000,33800,29800,30800,48000,38000,41000,422000,11390000,47,2582300,2582300,
20000,33800,29800,30800,48000,39000,42000,604000,11333000,47,2582300,2582300,
20000,33800,29800,30800,48000,39000,42000,586000,11349000,47,2582300,2582300,
20000,33800,29800,30800,48000,39000,42000,570000,11334000,47,2582300,2582300,
20000,33800,29800,30800,48000,39000,42000,571000,11358000,47,2582300,2582300,
20000,33800,29800,30800,48000,39000,42000,582000,11352000,47,2582300,2582300,
20000,33800,29800,30800,48000,39000,42000,571000,11341000,47,2582300,2582300,
20000,33800,29800,30800,48000,39000,43000,573000,11365000,47,2582300,2582300,
20000,33800,29800,30800,48000,39000,43000,562000,11339000,47,2582300,2582300,
20000,33800,29800,30800,48000,39000,42000,572000,11357000,47,2582300,2582300,
20000,33800,29800,30800,48000,39000,43000,562000,11349000,47,2582300,2582300,
20000,33800,29800,30800,48000,39000,42000,562000,11335000,47,2582300,2582300,
20000,33800,29800,30800,48000,39000,43000,558000,11343000,47,2582300,2582300,
20000,33800,29800,30800,48000,39000,43000,564000,11365000,47,2582300,2582300,
20000,33800,29800,30800,48000,39000,43000,562000,11338000,47,2582300,2582300,
20000,33800,29800,30800,48000,39000,43000,560000,11345000,47,2582300,2582300,
20000,33800,29800,30800,48000,39000,43000,578000,11353000,47,2582300,2582300,
20000,33800,29800,30800,49000,39000,43000,573000,11345000,47,2582300,2582300,
20000,33800,29800,30800,49000,39000,43000,578000,11340000,47,2582234,2582234,
20000,33800,29800,30800,48000,39000,43000,577000,11341000,47,2582300,2582300,
20000,33800,29800,30800,49000,39000,43000,603000,11337000,47,2582300,2582300,
20000,33800,29800,31800,49000,39000,43000,580000,11343000,47,2582300,2582300,
20000,33800,29800,30800,45000,39000,43000,591000,11365000,47,2582300,2582300,
20000,33800,29800,30800,47000,38000,41000,425000,11386000,47,2582300,2582300,
20000,33800,29800,30800,45000,39000,41000,618000,11354000,47,2582300,2582300,
20000,33800,29800,30800,50000,39000,43000,445000,11319000,47,2582300,2582300,
20000,34800,29800,31800,51000,39000,43000,595000,11346000,47,2582300,2582300,
20000,34800,29800,31800,48000,39000,43000,585000,11362000,47,2582300,2582300,
20000,34800,29800,31800,48000,39000,43000,576000,11330000,47,2582300,2582300,
20000,34800,29800,31800,48000,39000,43000,598000,11337000,47,2582300,2582300,
20000,34800,29800,31800,48000,39000,43000,558000,11362000,47,2582300,2582300,
20000,34800,29800,31800,47000,39000,43000,544000,11337000,47,2582300,2582300,
20000,34800,29800,31800,48000,39000,42000,592000,11344000,47,2582300,2582300,
20000,34800,29800,31800,49000,39000,42000,544000,11364000,47,2582300,2582300,
20000,34800,29800,31800,48000,39000,43000,566000,11347000,47,2582300,2582300,
20000,34800,30800,31800,47000,39000,43000,543000,11343000,47,2582300,2582300,
20000,34800,30800,31800,47000,39000,42000,541000,11368000,47,2582300,2582300,
20000,34800,29800,31800,50000,39000,43000,565000,11322000,47,2582234,2582300,
20000,34800,29800,31800,46000,39000,43000,601000,11355000,47,2582300,2582300,
20000,34800,29800,31800,47000,39000,41000,409000,11381000,47,2582300,2582300,
20000,34800,29800,31800,49000,39000,42000,534000,11358000,47,2582300,2582300,
20000,34800,29800,31800,50000,40000,43000,637000,11323000,47,2582300,2582300,
20000,34800,29800,31800,51000,40000,43000,622000,11342000,47,2582234,2582234,
20000,34800,29800,31800,49000,40000,44000,631000,11329000,47,2582300,2582300,
20000,34800,29800,31800,49000,40000,43000,577000,11342000,47,2582300,2582300,
20000,34800,29800,31800,49000,40000,43000,580000,11351000,47,2582300,2582300,
20000,34800,30800,31800,49000,40000,43000,577000,11324000,47,2582300,2582300,
20000,34800,29800,31800,50000,40000,44000,612000,11336000,47,2582300,2582300,
20000,34800,29800,31800,49000,40000,43000,584000,11346000,47,2582300,2582300,
20000,34800,29800,31800,50000,40000,43000,585000,11336000,47,2582300,2582300,
20000,34800,29800,31800,49000,40000,44000,584000,11324000,47,2582300,2582300,
20000,34800,29800,31800,51000,40000,44000,585000,11356000,47,2582234,2582300,
20000,34800,30800,31800,50000,40000,44000,582000,11319000,47,2582300,2582300,
20000,34800,30800,31800,50000,40000,44000,595000,11349000,47,2582300,2582300,
20000,34800,30800,31800,50000,40000,44000,576000,11347000,47,2582300,2582300,
20000,34800,30800,31800,49000,40000,44000,592000,11329000,47,2582300,2582300,
20000,34800,29800,31800,49000,40000,44000,572000,11332000,47,2582300,2582300,
20000,34800,30800,31800,50000,40000,44000,573000,11353000,47,2582300,2582300,
20000,34800,30800,31800,50000,40000,44000,573000,11321000,47,2582300,2582300,
20000,34800,29800,31800,49000,40000,44000,573000,11344000,47,2582300,2582300,
20000,34800,30800,31800,49000,40000,44000,576000,11332000,47,2582300,2582234,
20000,34800,29800,31800,50000,40000,44000,583000,11315000,47,2582300,2582300,
20000,34800,30800,31800,50000,40000,44000,571000,11344000,47,2582300,2582234,
20000,34800,29800,31800,49000,40000,44000,574000,11327000,47,2582300,2582300,
20000,34800,30800,31800,49000,40000,44000,572000,11324000,47,2582300,2582300,
20000,34800,30800,31800,50000,40000,44000,570000,11343000,47,2582300,2582300,
20000,34800,30800,31800,49000,40000,44000,570000,11352000,47,2582300,2582300,
20000,34800,30800,31800,50000,40000,44000,573000,11318000,47,2582300,2582300,
20000,34800,30800,31800,50000,40000,44000,573000,11349000,47,2582300,2582300,
20000,34800,30800,31800,50000,40000,44000,571000,11327000,47,2582300,2582300,
20000,34800,30800,31800,50000,40000,44000,582000,11345000,47,2582300,2582300,
20000,34800,29800,31800,50000,40000,44000,577000,11340000,47,2582300,2582300,
